battery_id,day,voltage,temperature,cycle_count,depth_of_discharge,fast_charge_freq,capacity_pct,internal_resistance_mohm,ambient_temperature
BATT-001,40,349.81,44.83,105,83.64,0.895,96.51,46.28,40.59
BATT-001,41,348.09,46.49,108,83.86,0.976,96.42,45.14,42.73
BATT-001,42,348.7,45.54,110,78.14,1.0,96.33,42.75,40.83
BATT-001,43,348.22,47.04,112,76.66,1.0,96.25,44.93,41.67
BATT-001,44,348.87,49.78,115,79.85,0.818,96.16,45.78,44.24
BATT-001,45,347.87,49.57,118,74.11,0.842,96.08,45.99,41.81
BATT-001,46,348.45,50.43,120,72.13,1.0,95.99,44.53,43.5
BATT-001,47,348.92,45.91,123,73.37,0.831,95.9,46.28,41.04
BATT-001,48,347.73,48.36,125,75.2,0.81,95.81,46.19,42.18
BATT-001,49,347.94,46.53,128,72.03,0.877,95.73,47.99,41.11
BATT-001,50,348.2,47.62,131,79.98,0.949,95.64,44.83,42.07
BATT-001,51,347.3,49.9,134,83.39,0.908,95.55,45.24,43.89
BATT-001,52,348.07,46.53,137,69.49,0.864,95.46,45.59,40.08
BATT-001,53,348.47,48.86,140,79.16,0.862,95.37,45.57,43.37
BATT-001,54,348.03,50.01,142,77.69,0.859,95.28,45.33,43.11
BATT-001,55,348.1,46.6,145,81.06,0.845,95.2,43.61,41.91
BATT-001,56,348.27,46.51,148,78.93,1.0,95.11,46.1,40.67
BATT-001,57,347.73,51.42,151,70.29,0.94,95.02,47.05,42.99
BATT-001,58,348.78,48.18,153,71.44,0.987,94.94,46.34,42.12
BATT-001,59,349.35,50.57,157,79.19,0.877,94.85,48.93,43.3
BATT-001,60,347.8,48.95,159,85.18,0.901,94.77,47.16,43.03
BATT-001,61,348.53,51.84,162,65.73,0.859,94.69,48.58,45.43
BATT-001,62,347.92,48.48,165,81.08,0.704,94.6,47.71,42.7
BATT-001,63,348.37,47.22,167,86.15,0.806,94.51,48.43,41.56
BATT-001,64,349.3,48.45,170,78.09,0.771,94.43,48.04,43.4
BATT-001,65,348.43,49.75,173,82.31,0.736,94.34,49.28,43.49
BATT-001,66,346.57,50.21,175,74.79,0.82,94.26,48.12,45.23
BATT-001,67,348.32,50.97,178,78.29,1.0,94.16,48.73,44.47
BATT-001,68,348.91,50.7,181,69.28,0.912,94.07,48.76,43.78
BATT-001,69,347.72,51.67,184,64.94,1.0,93.99,48.26,45.47
BATT-001,70,348.66,47.06,186,84.67,0.949,93.9,49.11,41.52
BATT-001,71,347.28,48.65,189,73.1,0.978,93.82,51.09,42.37
BATT-001,72,346.62,47.48,191,76.28,0.844,93.73,48.75,41.96
BATT-001,73,347.89,49.56,194,70.69,0.958,93.64,49.59,42.79
BATT-001,74,346.34,45.33,196,70.55,0.974,93.55,50.59,41.33
BATT-001,75,347.52,49.87,199,77.97,0.87,93.47,50.63,44.37
BATT-001,76,348.71,46.94,202,74.63,0.961,93.38,49.65,43.1
BATT-001,77,346.13,45.59,204,81.28,0.961,93.29,47.42,41.25
BATT-001,78,346.6,49.14,207,81.73,0.872,93.2,50.48,41.95
BATT-001,79,346.77,50.69,209,80.94,0.826,93.12,47.9,43.96
BATT-001,80,347.51,49.87,212,80.44,0.821,93.03,51.75,44.76
BATT-001,81,347.24,50.84,214,88.48,0.923,92.94,50.61,46.51
BATT-001,82,348.62,50.77,217,72.6,0.942,92.85,51.59,47.9
BATT-001,83,348.23,49.45,220,78.68,0.852,92.76,49.85,44.16
BATT-001,84,347.83,50.32,222,85.81,0.918,92.67,49.36,42.07
BATT-001,85,347.52,46.63,225,86.6,0.961,92.58,51.34,40.36
BATT-001,86,347.69,49.24,228,70.48,0.965,92.5,51.2,43.97
BATT-001,87,346.65,48.65,230,77.14,1.0,92.41,50.9,42.36
BATT-001,88,348.0,47.23,232,87.16,1.0,92.32,51.64,42.96
BATT-001,89,346.39,48.2,235,82.06,0.836,92.23,54.48,42.67
BATT-001,90,347.92,49.31,237,80.18,1.0,92.14,52.71,43.38
BATT-001,91,348.17,50.94,240,77.7,0.873,92.05,53.09,45.19
BATT-001,92,347.36,50.45,243,76.71,0.999,91.96,53.04,43.83
BATT-001,93,347.01,49.53,245,80.74,0.921,91.87,53.84,43.35
BATT-001,94,347.45,48.54,248,77.5,0.883,91.79,52.32,42.04
BATT-001,95,344.81,46.22,251,78.75,0.771,91.7,50.62,41.08
BATT-001,96,347.3,49.58,253,79.48,0.902,91.61,52.65,42.86
BATT-001,97,346.94,50.96,256,74.94,0.791,91.52,53.81,43.5
BATT-001,98,346.96,51.09,258,82.2,0.993,91.43,52.19,46.23
BATT-001,99,347.53,48.7,261,96.5,1.0,91.34,53.15,43.76
BATT-001,100,346.88,52.2,264,68.35,0.852,91.25,52.79,45.03
BATT-001,101,345.99,48.44,266,80.95,0.94,91.16,55.14,42.8
BATT-001,102,346.76,48.99,268,74.45,0.858,91.08,54.54,41.76
BATT-001,103,346.9,47.46,271,82.47,0.866,90.99,54.6,42.08
BATT-001,104,346.91,49.71,273,79.29,0.978,90.9,54.73,42.42
BATT-001,105,346.91,52.65,276,83.58,0.913,90.81,54.23,46.69
BATT-001,106,347.58,48.34,279,86.06,1.0,90.72,54.62,42.25
BATT-001,107,345.85,52.12,281,80.16,0.877,90.64,53.39,44.72
BATT-001,108,346.83,47.56,284,85.8,0.996,90.55,52.56,42.09
BATT-001,109,347.69,49.71,287,64.94,0.924,90.46,55.05,44.83
BATT-001,110,345.24,49.37,289,88.55,0.979,90.37,55.39,43.99
BATT-001,111,346.74,49.43,292,81.26,0.88,90.28,56.44,43.15
BATT-001,112,346.1,47.57,294,85.48,0.912,90.19,56.96,43.3
BATT-001,113,346.24,48.83,297,71.69,0.907,90.1,57.12,42.36
BATT-001,114,345.78,49.28,300,74.03,0.849,90.01,54.71,43.99
BATT-001,115,346.34,49.59,302,79.89,0.969,89.92,55.52,42.61
BATT-001,116,347.91,44.86,305,78.91,0.968,89.83,56.51,41.43
BATT-001,117,345.4,46.36,308,80.71,0.963,89.74,58.73,41.32
BATT-001,118,345.44,47.61,311,85.52,1.0,89.65,57.84,43.47
BATT-001,119,345.31,50.55,313,68.42,1.0,89.56,57.63,45.55
BATT-001,120,347.7,49.46,316,84.85,0.886,89.47,56.29,43.39
BATT-001,121,345.91,48.59,318,79.06,0.946,89.38,55.95,42.94
BATT-001,122,346.23,49.09,321,77.79,0.866,89.3,57.78,43.51
BATT-001,123,345.9,50.68,323,70.18,0.918,89.21,56.05,45.0
BATT-001,124,345.44,49.37,326,82.03,0.868,89.12,57.07,43.34
BATT-001,125,345.98,47.18,329,64.53,1.0,89.04,57.35,42.36
BATT-001,126,348.1,51.13,331,82.9,0.945,88.94,59.22,44.6
BATT-001,127,347.21,50.03,334,70.06,0.898,88.86,57.43,43.54
BATT-001,128,345.39,51.38,337,79.33,1.0,88.77,55.5,45.16
BATT-001,129,346.55,49.48,340,78.3,0.742,88.68,58.62,43.09
BATT-001,130,345.34,47.07,343,86.03,0.755,88.58,57.58,40.94
BATT-001,131,344.55,48.55,346,77.94,0.979,88.5,58.48,40.68
BATT-001,132,346.76,50.91,348,74.85,0.921,88.4,58.52,45.17
BATT-001,133,346.84,50.76,351,75.97,0.936,88.31,58.49,45.23
BATT-001,134,346.72,47.41,353,86.65,0.81,88.23,59.71,42.33
BATT-001,135,345.47,46.78,356,82.23,0.914,88.14,57.55,41.98
BATT-001,136,345.68,49.29,358,76.7,1.0,88.05,58.73,44.7
BATT-001,137,346.39,45.74,361,77.59,0.982,87.96,60.09,40.8
BATT-001,138,346.07,46.83,364,69.61,0.929,87.87,58.95,41.07
BATT-001,139,345.41,49.5,367,81.34,0.881,87.78,58.11,43.33
BATT-001,140,344.4,47.61,369,68.45,0.884,87.7,60.54,41.72
BATT-001,141,345.75,47.32,372,83.52,0.745,87.61,61.16,42.26
BATT-001,142,346.5,48.7,375,79.78,0.936,87.52,60.14,41.97
BATT-001,143,344.64,49.24,377,93.33,0.983,87.44,58.38,42.67
BATT-001,144,346.08,49.89,380,72.41,0.79,87.35,61.21,44.22
BATT-001,145,345.81,47.37,383,78.39,0.863,87.27,58.99,42.19
BATT-001,146,346.11,49.34,386,89.8,0.823,87.17,61.12,42.97
BATT-001,147,346.18,44.89,389,86.16,0.839,87.09,60.09,38.87
BATT-001,148,344.89,46.2,391,74.83,0.92,86.99,59.98,41.82
BATT-001,149,344.12,46.33,394,80.35,0.749,86.91,60.85,40.57
BATT-001,150,344.96,46.04,397,79.02,0.965,86.82,61.28,39.95
BATT-001,151,346.07,45.33,399,80.7,0.976,86.73,60.97,40.4
BATT-001,152,344.89,47.18,402,74.82,0.896,86.64,62.37,41.16
BATT-001,153,344.74,47.35,405,78.47,0.717,86.55,61.49,42.97
BATT-001,154,343.81,46.72,408,69.42,0.836,86.46,63.07,39.55
BATT-001,155,346.63,48.6,411,79.82,1.0,86.37,62.54,41.52
BATT-001,156,345.86,46.27,413,81.71,0.694,86.29,61.72,40.69
BATT-001,157,345.78,47.06,416,77.65,0.888,86.2,61.71,40.86
BATT-001,158,345.91,46.22,419,69.32,0.821,86.11,61.09,42.8
BATT-001,159,345.57,46.71,421,84.94,0.98,86.01,63.19,42.04
BATT-001,160,344.88,48.71,424,81.2,0.862,85.92,62.72,43.17
BATT-001,161,344.91,45.63,426,74.65,0.948,85.83,60.85,40.87
BATT-001,162,344.67,46.54,428,77.33,0.961,85.75,62.84,40.0
BATT-001,163,347.09,48.47,430,70.01,1.0,85.67,62.63,40.64
BATT-001,164,345.4,45.93,433,72.86,0.9,85.58,65.27,41.27
BATT-001,165,344.55,46.1,436,75.78,0.946,85.49,62.15,41.11
BATT-001,166,345.26,45.22,438,86.38,0.797,85.4,62.57,39.15
BATT-001,167,344.05,48.29,441,75.17,1.0,85.31,65.28,40.85
BATT-001,168,346.03,45.6,444,82.85,0.855,85.22,65.69,40.99
BATT-001,169,344.27,50.44,446,75.78,0.871,85.14,63.74,44.36
BATT-001,170,345.17,50.98,450,80.5,0.914,85.04,64.02,43.33
BATT-001,171,345.58,43.35,452,78.16,0.791,84.95,65.44,39.17
BATT-001,172,345.01,44.5,455,84.25,0.934,84.86,62.66,39.95
BATT-001,173,344.74,43.52,458,75.8,0.993,84.77,63.29,38.12
BATT-001,174,344.65,44.67,461,69.58,0.939,84.68,65.02,39.36
BATT-001,175,344.56,47.29,463,70.72,0.789,84.6,67.0,40.65
BATT-001,176,344.12,47.99,466,75.82,0.906,84.51,65.17,41.92
BATT-001,177,344.19,43.0,468,71.52,0.975,84.43,65.86,38.95
BATT-001,178,345.7,45.34,471,81.47,0.766,84.34,67.05,38.99
BATT-001,179,344.4,41.93,473,76.22,0.83,84.25,68.19,36.68
BATT-001,180,343.83,46.69,476,93.26,0.986,84.16,65.67,39.59
BATT-001,181,344.01,43.37,479,68.58,0.937,84.07,66.39,38.17
BATT-001,182,345.27,44.1,481,80.23,0.949,83.98,68.39,38.9
BATT-001,183,344.9,44.68,484,72.24,1.0,83.89,65.2,38.31
BATT-001,184,344.78,46.01,487,76.05,0.953,83.8,67.91,39.42
BATT-001,185,344.09,43.13,489,79.86,0.968,83.71,66.03,36.85
BATT-001,186,344.73,41.37,492,65.06,1.0,83.63,67.3,37.22
BATT-001,187,343.72,48.91,495,80.43,0.899,83.54,67.12,42.55
BATT-001,188,344.0,42.15,497,90.43,0.852,83.45,66.56,37.35
BATT-001,189,344.95,43.64,500,76.29,0.95,83.36,66.69,37.57
BATT-001,190,344.85,46.31,502,80.57,0.951,83.28,68.1,41.9
BATT-001,191,343.33,49.71,505,85.16,0.874,83.19,68.98,43.44
BATT-001,192,343.4,42.28,508,78.03,0.833,83.1,68.01,37.25
BATT-001,193,344.14,42.94,510,75.52,1.0,83.02,68.36,38.39
BATT-001,194,345.41,45.93,513,65.36,0.942,82.93,69.02,39.39
BATT-001,195,342.46,47.47,515,82.86,0.857,82.84,67.64,41.4
BATT-001,196,344.19,42.48,518,78.33,0.989,82.76,69.5,37.26
BATT-001,197,342.84,45.59,521,72.93,0.907,82.68,69.73,38.3
BATT-001,198,343.4,45.16,524,79.77,0.896,82.59,71.68,39.77
BATT-001,199,343.58,45.05,526,75.51,0.961,82.5,68.86,39.19
BATT-001,200,343.51,44.01,529,75.84,0.812,82.41,68.93,37.91
BATT-001,201,343.39,43.42,531,82.65,0.944,82.32,70.32,38.21
BATT-001,202,343.79,42.58,534,70.98,1.0,82.23,70.53,36.28
BATT-001,203,343.32,43.22,537,85.29,0.953,82.14,69.34,37.92
BATT-001,204,342.55,43.23,540,70.62,0.886,82.05,69.63,37.81
BATT-001,205,344.31,45.69,543,75.03,0.875,81.97,70.73,38.49
BATT-001,206,344.26,42.04,546,90.55,0.883,81.88,69.52,37.25
BATT-001,207,344.3,42.14,548,85.77,0.896,81.79,70.1,38.73
BATT-001,208,342.36,46.92,551,79.6,0.886,81.7,70.76,39.47
BATT-001,209,343.8,46.51,554,73.37,0.989,81.61,71.83,38.13
BATT-001,210,344.07,43.78,557,75.83,0.777,81.52,70.39,38.36
BATT-001,211,342.67,41.74,559,79.45,0.985,81.43,69.32,37.85
BATT-001,212,343.48,43.23,562,79.24,0.885,81.34,69.4,37.71
BATT-001,213,343.34,42.11,565,78.46,0.946,81.25,70.22,36.57
BATT-001,214,344.88,43.7,567,78.83,0.826,81.16,70.33,38.06
BATT-001,215,344.91,42.1,570,77.72,1.0,81.07,71.65,37.38
BATT-001,216,342.01,47.02,573,70.36,1.0,80.99,70.76,40.61
BATT-001,217,345.31,46.13,575,75.91,0.993,80.9,71.41,39.77
BATT-001,218,342.55,42.27,578,84.5,0.795,80.81,71.51,37.93
BATT-001,219,344.04,42.68,581,70.8,0.982,80.72,71.99,36.15
BATT-001,220,344.0,43.46,583,77.87,0.948,80.64,73.91,35.57
BATT-001,221,342.39,44.98,586,74.09,0.787,80.55,73.41,38.97
BATT-001,222,343.56,43.02,589,79.68,0.914,80.46,72.92,37.53
BATT-001,223,343.04,43.49,591,76.68,0.945,80.37,72.6,37.8
BATT-001,224,343.54,40.85,594,87.87,0.96,80.28,72.8,34.41
BATT-001,225,343.25,42.46,597,82.05,0.93,80.19,73.71,38.36
BATT-001,226,343.99,43.6,599,71.14,0.939,80.11,74.12,37.6
BATT-001,227,343.07,40.64,602,83.04,1.0,80.02,72.79,35.2
BATT-001,228,342.84,43.79,604,74.36,1.0,79.93,73.9,36.11
BATT-001,229,343.82,42.82,607,75.55,0.686,79.84,71.99,37.17
BATT-001,230,343.38,44.3,609,80.89,0.89,79.75,74.4,36.8
BATT-001,231,343.47,40.96,612,76.06,0.903,79.66,75.11,36.24
BATT-001,232,342.32,42.89,615,84.37,0.776,79.57,74.23,36.47
BATT-001,233,341.98,42.35,617,74.36,0.923,79.48,76.48,36.2
BATT-001,234,342.33,41.73,620,75.3,1.0,79.39,73.94,36.77
BATT-001,235,342.26,44.71,623,75.07,0.829,79.3,75.2,38.7
BATT-001,236,343.35,39.64,626,75.62,0.943,79.21,75.11,32.6
BATT-001,237,343.47,41.56,628,85.61,0.843,79.12,75.21,36.05
BATT-001,238,342.54,40.77,630,82.78,0.862,79.03,75.36,36.63
BATT-001,239,343.77,42.58,633,89.27,1.0,78.94,75.74,36.77
BATT-001,240,343.69,40.66,635,92.62,0.872,78.85,76.64,35.73
BATT-001,241,342.76,39.1,638,72.83,0.953,78.76,77.33,33.61
BATT-001,242,341.88,42.45,641,79.43,0.766,78.67,76.11,36.7
BATT-001,243,343.77,42.89,644,71.95,1.0,78.59,77.09,38.77
BATT-001,244,342.42,38.05,646,74.34,0.964,78.49,75.74,33.84
BATT-001,245,342.54,43.71,649,75.23,0.901,78.41,77.36,37.4
BATT-001,246,342.14,40.89,652,72.67,0.962,78.32,76.0,35.58
BATT-001,247,341.67,39.21,654,72.7,0.803,78.23,78.01,35.95
BATT-001,248,341.17,41.05,657,78.14,1.0,78.14,79.29,34.43
BATT-001,249,342.82,41.58,660,71.71,0.89,78.04,77.13,35.48
BATT-001,250,341.66,43.02,662,84.06,0.9,77.95,75.22,37.9
BATT-001,251,344.7,41.31,665,73.5,0.876,77.87,77.02,36.8
BATT-001,252,341.35,45.16,668,95.87,0.869,77.78,78.96,38.49
BATT-001,253,341.19,43.82,670,76.3,0.971,77.69,78.44,37.64
BATT-001,254,342.57,44.72,673,79.44,0.936,77.6,78.3,36.5
BATT-001,255,343.35,44.69,676,71.24,0.968,77.51,79.22,38.44
BATT-001,256,342.15,42.68,679,89.25,0.915,77.42,78.86,36.46
BATT-001,257,342.52,42.68,681,85.73,0.957,77.32,79.76,37.02
BATT-001,258,340.56,41.96,684,80.79,0.882,77.24,79.62,35.31
BATT-001,259,341.46,42.29,686,70.93,1.0,77.15,80.38,35.84
BATT-001,260,341.11,41.76,689,80.27,0.79,77.05,79.39,34.68
BATT-001,261,340.42,42.5,692,72.28,1.0,76.96,80.1,37.19
BATT-001,262,342.0,39.32,694,87.78,1.0,76.88,79.05,33.92
BATT-001,263,340.08,42.2,697,83.87,0.848,76.79,78.91,36.85
BATT-001,264,340.79,42.0,699,79.58,1.0,76.7,81.37,35.38
BATT-001,265,341.38,44.73,702,64.39,0.995,76.61,80.04,37.41
BATT-001,266,341.12,42.14,705,73.11,0.994,76.53,80.79,36.76
BATT-001,267,342.07,43.77,707,83.14,0.918,76.44,80.27,38.36
BATT-001,268,341.97,42.86,710,86.29,0.898,76.35,79.72,36.72
BATT-001,269,342.4,38.84,713,85.67,0.899,76.26,80.48,33.25
BATT-001,270,342.26,42.29,716,69.46,0.947,76.17,82.06,35.51
BATT-001,271,342.54,37.42,719,80.82,1.0,76.08,81.33,33.84
BATT-001,272,341.6,39.82,721,85.1,0.93,75.99,79.23,34.82
BATT-001,273,341.81,42.91,724,69.06,0.843,75.91,80.88,37.86
BATT-001,274,341.94,40.06,727,78.96,0.982,75.82,83.04,36.55
BATT-001,275,341.62,39.41,729,80.65,0.99,75.73,81.2,34.54
BATT-001,276,341.16,38.99,732,77.21,0.968,75.64,79.78,34.07
BATT-001,277,341.18,41.27,735,67.9,0.975,75.55,83.62,35.65
BATT-001,278,340.76,40.72,737,77.06,0.894,75.47,82.57,33.77
BATT-001,279,341.72,40.18,740,77.05,0.842,75.38,81.97,34.6
BATT-001,280,341.28,40.88,743,78.12,0.846,75.29,81.84,36.08
BATT-001,281,340.79,43.12,746,75.63,0.785,75.2,83.45,37.35
BATT-001,282,340.76,43.42,748,76.35,0.935,75.11,81.99,36.54
BATT-001,283,340.29,37.05,751,78.77,0.909,75.02,83.85,32.2
BATT-001,284,342.0,41.02,753,81.66,0.881,74.92,83.42,36.1
BATT-001,285,341.26,42.15,756,77.18,0.679,74.84,83.27,35.76
BATT-001,286,340.47,41.9,758,76.55,0.816,74.75,83.32,36.29
BATT-001,287,341.78,44.58,761,79.56,1.0,74.66,83.16,38.11
BATT-001,288,340.65,38.42,763,67.48,0.863,74.58,84.53,32.6
BATT-001,289,339.95,41.36,766,81.87,0.945,74.49,82.78,34.83
BATT-001,290,341.86,41.41,770,79.01,0.805,74.41,82.18,36.62
BATT-001,291,340.58,39.19,772,79.25,1.0,74.32,84.57,33.38
BATT-001,292,340.65,43.6,775,84.77,0.904,74.23,84.75,37.98
BATT-001,293,340.98,40.96,778,67.29,0.939,74.14,84.75,36.34
BATT-001,294,341.83,41.35,780,67.17,1.0,74.05,84.84,37.08
BATT-001,295,340.9,41.49,783,80.65,1.0,73.96,84.27,34.98
BATT-001,296,339.9,42.56,786,78.97,0.891,73.87,85.54,37.08
BATT-001,297,341.26,42.29,789,80.03,0.868,73.79,84.87,37.49
BATT-001,298,340.4,41.99,791,76.24,0.89,73.69,84.6,36.26
BATT-001,299,342.27,43.25,793,83.0,0.957,73.6,84.94,36.29
BATT-001,300,340.73,39.92,796,84.61,0.907,73.52,87.42,36.37
BATT-001,301,338.91,39.03,799,81.91,0.884,73.43,83.82,34.7
BATT-001,302,340.96,40.71,801,77.45,1.0,73.35,86.2,35.8
BATT-001,303,342.2,43.12,804,66.36,0.907,73.26,84.18,35.83
BATT-001,304,341.87,42.78,806,83.63,1.0,73.17,85.91,36.66
BATT-001,305,342.04,44.22,809,86.34,0.923,73.08,85.75,37.62
BATT-001,306,339.73,39.26,812,82.88,1.0,72.99,84.27,34.57
BATT-001,307,341.24,40.72,814,73.73,0.944,72.9,86.9,36.01
BATT-001,308,339.9,44.73,817,83.05,0.993,72.81,86.3,38.45
BATT-001,309,340.63,41.04,820,84.17,0.858,72.72,84.73,35.15
BATT-001,310,339.4,41.45,823,88.36,0.848,72.63,87.83,35.07
BATT-001,311,339.88,42.29,826,73.75,0.953,72.55,88.58,36.65
BATT-001,312,339.82,43.76,829,77.65,0.995,72.46,88.8,37.65
BATT-001,313,341.05,42.43,832,83.49,0.919,72.37,87.82,36.45
BATT-001,314,340.94,45.07,834,79.35,0.813,72.28,87.66,38.47
BATT-001,315,340.49,44.44,837,72.31,0.807,72.2,89.1,37.8
BATT-001,316,339.16,42.03,840,81.5,0.802,72.11,89.62,37.82
BATT-001,317,339.96,41.02,842,82.48,0.774,72.02,89.22,37.44
BATT-001,318,339.58,46.97,845,79.54,0.925,71.93,87.31,40.14
BATT-001,319,340.84,43.41,848,80.33,1.0,71.85,88.61,36.39
BATT-001,320,341.06,38.55,850,77.46,0.915,71.76,89.01,33.74
BATT-001,321,340.93,43.17,853,87.88,0.735,71.66,86.92,39.2
BATT-001,322,339.45,42.09,856,73.61,0.901,71.57,89.37,36.16
BATT-001,323,337.83,43.82,859,75.49,0.903,71.49,91.33,37.06
BATT-001,324,338.58,46.54,861,79.08,1.0,71.4,89.85,38.91
BATT-001,325,341.1,40.94,864,84.28,0.799,71.31,90.85,34.6
BATT-001,326,339.61,40.63,866,70.03,0.885,71.22,89.72,35.17
BATT-001,327,339.3,39.64,869,71.15,1.0,71.13,89.62,34.7
BATT-001,328,341.18,41.81,872,66.78,0.952,71.04,90.23,35.97
BATT-001,329,340.85,43.4,875,79.21,0.961,70.95,89.2,37.87
BATT-001,330,339.82,42.87,877,72.3,0.925,70.86,89.22,38.06
BATT-001,331,339.53,45.62,880,76.7,0.942,70.77,91.61,37.74
BATT-001,332,339.63,42.88,882,82.98,0.978,70.68,91.88,35.26
BATT-001,333,339.89,40.94,885,75.16,0.851,70.59,89.67,33.98
BATT-001,334,340.96,42.49,888,80.4,0.986,70.5,91.79,37.58
BATT-001,335,339.98,43.54,890,77.21,0.806,70.42,90.89,36.85
BATT-001,336,340.2,44.78,893,83.04,0.942,70.33,91.48,38.31
BATT-001,337,340.52,45.0,896,81.86,0.93,70.24,91.75,38.73
BATT-001,338,338.62,45.03,898,74.86,0.867,70.15,92.44,37.95
BATT-001,339,340.13,45.41,901,78.0,0.914,70.07,91.69,38.94
BATT-001,340,339.26,44.78,904,85.27,0.866,69.98,93.18,38.21
BATT-001,341,337.45,45.19,907,81.37,0.83,69.89,92.23,38.72
BATT-001,342,337.73,43.1,909,70.63,0.888,69.81,92.7,36.93
BATT-001,343,338.59,41.83,911,82.94,0.828,69.72,91.4,37.78
BATT-001,344,339.8,44.32,914,72.5,0.942,69.63,94.55,38.41
BATT-001,345,339.43,44.68,916,87.49,0.824,69.54,93.03,39.41
BATT-001,346,339.45,42.2,919,85.15,0.973,69.44,93.45,37.65
BATT-001,347,340.83,46.6,922,80.75,0.821,69.35,91.29,39.09
BATT-001,348,338.23,45.53,925,79.95,0.871,69.26,92.23,37.97
BATT-001,349,339.19,45.45,927,77.76,0.866,69.18,94.45,38.26
BATT-001,350,339.43,45.84,930,83.08,1.0,69.09,93.65,39.75
BATT-001,351,338.56,42.76,933,76.79,0.942,69.0,91.62,35.58
BATT-001,352,339.14,42.54,935,80.42,0.899,68.91,94.73,36.69
BATT-001,353,337.81,42.52,938,84.24,0.956,68.83,93.3,36.48
BATT-001,354,340.19,40.01,941,75.64,0.747,68.74,95.41,35.27
BATT-001,355,338.48,44.05,943,75.31,0.912,68.65,94.07,37.82
BATT-001,356,340.62,45.92,945,71.84,1.0,68.56,94.52,40.03
BATT-001,357,338.94,43.08,948,72.62,0.926,68.48,95.65,38.55
BATT-001,358,339.76,45.12,951,68.04,0.921,68.39,93.73,39.34
BATT-001,359,338.86,46.5,954,83.39,0.96,68.3,93.8,40.75
BATT-001,360,338.85,48.8,956,89.86,0.987,68.21,94.75,41.17
BATT-001,361,338.38,45.87,959,87.56,0.756,68.12,95.94,39.15
BATT-001,362,338.91,47.19,962,69.25,0.781,68.03,93.94,41.35
BATT-001,363,339.04,45.6,965,83.36,0.933,67.95,93.76,39.52
BATT-001,364,338.12,44.07,968,87.54,0.859,67.86,96.4,38.2
BATT-001,365,338.62,44.26,970,76.27,1.0,67.77,95.13,38.63
